id,name,height,weight,type,description,image,hp,attack,defense,special-attack,special-defense,speed
186,Politoed,11,339,['Water'],"If POLIWAG and POLIWHIRL hear its echoing cry, theyrespond by gather­ ing from far and wide.",Politoed.png,90,75,75,90,100,70
187,Hoppip,4,5,"['Grass', 'Flying']","To keep from being blown away by the wind, they gatherin clusters. They do enjoy gentle breezes, though.",Hoppip.png,35,35,40,35,55,50
188,Skiploom,6,10,"['Grass', 'Flying']",The bloom on top of its head opens and closes as thetemperature fluc­ tuates up and down.,Skiploom.png,55,45,50,45,65,80
189,Jumpluff,8,30,"['Grass', 'Flying']","Once it catches the wind, it deft­ ly controls itscotton-puff spores to float, even around the world.",Jumpluff.png,75,55,70,55,95,110
190,Aipom,8,115,['Normal'],Its tail is so powerful that it can use it to graba tree branch and hold itself up in the air.,Aipom.png,55,70,55,40,55,85
191,Sunkern,3,18,['Grass'],"It may drop out of the sky suddenly. If attacked by aSPEAROW, it will violently shake its leaves.",Sunkern.png,30,30,30,30,30,30
192,Sunflora,8,85,['Grass'],"It converts sun­ light into energy. In the darknessafter sunset, it closes its petals and becomes still.",Sunflora.png,75,75,55,105,85,30
193,Yanma,12,380,"['Bug', 'Flying']","If it flaps its wings really fast, it can generateshock waves that will shatter win­ dows in the area.",Yanma.png,65,65,45,75,45,95
194,Wooper,4,85,"['Water', 'Ground']",This Pokémon lives in cold water. It will leave thewater to search for food when it gets cold outside.,Wooper.png,55,45,45,25,25,15
195,Quagsire,14,750,"['Water', 'Ground']","This carefree Pokémon has an easy-going nature.While swimming, it always bumps into boat hulls.",Quagsire.png,95,85,85,65,65,35
196,Espeon,9,265,['Psychic'],It uses the fine hair that covers its body to senseair currents and predict its ene­ my's actions.,Espeon.png,65,65,60,130,95,110
197,Umbreon,10,270,['Dark'],"When agitated, this Pokémon pro­ tects itself byspraying poisonous sweat from its pores.",Umbreon.png,95,65,110,60,130,65
198,Murkrow,5,21,"['Dark', 'Flying']","Feared and loathed by many, it is believed to bringmisfortune to all those who see it at night.",Murkrow.png,60,85,42,85,42,91
199,Slowking,20,795,"['Water', 'Psychic']","It has incredible intellect and in­ tuition. Whateverthe situation, it remains calm and collected.",Slowking.png,95,75,80,100,110,30
200,Misdreavus,7,10,['Ghost'],It likes playing mischievous tricks such as screamingand wailing to startle people at night.,Misdreavus.png,60,60,60,85,85,85
201,Unown,5,50,['Psychic'],Their shapes look like hieroglyphs on ancient tab­lets. It is said that the two are somehow related.,Unown.png,48,72,48,72,48,48
202,Wobbuffet,13,285,['Psychic'],"It hates light and shock. If attack­ ed, it inflatesits body to pump up its counter­ strike.",Wobbuffet.png,190,33,58,33,58,33
203,Girafarig,15,415,"['Normal', 'Psychic']","Its tail has a small brain of its own. Beware! Ifyou get close, it may react to your scent and bite.",Girafarig.png,70,80,65,90,65,85
204,Pineco,6,72,['Bug'],It likes to make its shell thicker by adding layersof tree bark. The additional weight doesn't bother it.,Pineco.png,50,65,90,35,35,15
205,Forretress,12,1258,"['Bug', 'Steel']",Its entire body is shielded by a steel-hard shell.What lurks inside the armor is a total mystery.,Forretress.png,75,90,140,60,60,40
206,Dunsparce,15,140,['Normal'],"When spotted, this Pokémon escapes backward by furi­ously boring into the ground with its tail.",Dunsparce.png,100,70,70,65,65,45
207,Gligar,11,648,"['Ground', 'Flying']",It flies straight at its target's face then clampsdown on the star­ tled victim to inject poison.,Gligar.png,65,75,105,35,65,85
208,Steelix,92,4000,"['Steel', 'Ground']",It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,Steelix.png,75,85,200,55,65,30
209,Snubbull,6,78,['Fairy'],"Although it looks frightening, it is actually kind andaffectionate. It is very popular among women.",Snubbull.png,60,80,50,40,40,30
210,Granbull,14,487,['Fairy'],"It is actually timid and easily spooked. If at­tacked, it flails about to fend off its attacker.",Granbull.png,90,120,75,60,60,45
211,Qwilfish,5,39,"['Water', 'Poison']","To fire its poison spikes, it must inflate its bodyby drinking over 2.6 gallons of water all at once.",Qwilfish.png,65,95,85,55,55,85
212,Scizor,18,1180,"['Bug', 'Steel']",It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,Scizor.png,70,130,100,55,80,65
213,Shuckle,6,205,"['Bug', 'Rock']",The BERRIES it stores in its vase-like shelldecompose and become a gooey liquid.,Shuckle.png,20,10,230,10,230,5
214,Heracross,15,540,"['Bug', 'Fighting']","It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",Heracross.png,80,125,75,40,95,85
215,Sneasel,9,280,"['Dark', 'Ice']","Its paws conceal sharp claws. If attacked, it sud­denly extends the claws and startles its enemy.",Sneasel.png,55,95,55,35,75,115
216,Teddiursa,6,88,['Normal'],"If it finds honey, its crescent mark glows. It alwayslicks its paws because they are soaked with honey.",Teddiursa.png,60,80,50,50,50,40
217,Ursaring,18,1258,['Normal'],"Although it is a good climber, it prefers to snaptrees with its forelegs and eat fallen BERRIES.",Ursaring.png,90,130,75,75,75,55
218,Slugma,7,350,['Fire'],"It never sleeps. It has to keep moving because ifit stopped, its magma body would cool and harden.",Slugma.png,40,40,40,70,40,20
219,Magcargo,8,550,"['Fire', 'Rock']",The shell on its back is just skin that has cooledand hardened. It breaks easily with a slight touch.,Magcargo.png,60,50,120,90,80,30
220,Swinub,4,65,"['Ice', 'Ground']",It rubs its snout on the ground to find and dig upfood. It sometimes discovers hot springs.,Swinub.png,50,50,40,30,30,50
221,Piloswine,11,558,"['Ice', 'Ground']","Because the long hair all over its body obscures itssight, it just keeps charging repeatedly.",Piloswine.png,100,100,80,60,60,50
222,Corsola,6,50,"['Water', 'Rock']",It continuously sheds and grows. The tip of itshead is prized as a treasure for its beauty.,Corsola.png,65,55,95,65,95,35
223,Remoraid,6,120,['Water'],It has superb ac­ curacy. The water it shoots out canstrike even moving prey from more than 300 feet.,Remoraid.png,35,65,35,65,35,65
224,Octillery,9,285,['Water'],It traps enemies with its suction- cupped tentaclesthen smashes them with its rock-hard head.,Octillery.png,75,105,75,105,75,45
225,Delibird,9,160,"['Ice', 'Flying']",It carries food all day long. There are talesabout lost people who were saved by the food it had.,Delibird.png,45,55,45,65,45,75
226,Mantine,21,2200,"['Water', 'Flying']","As it majestically swims, it doesn't care if REMORAIDattach to it for scavenging its leftovers.",Mantine.png,85,40,70,80,140,70
227,Skarmory,17,505,"['Steel', 'Flying']","Its sturdy wings look heavy, but they are actuallyhollow and light, allowing it to fly freely in the sky.",Skarmory.png,65,80,140,40,70,70
228,Houndour,6,108,"['Dark', 'Fire']",It uses different kinds of cries for communicating withothers of its kind and for pursuing its prey.,Houndour.png,45,60,30,80,50,65
229,Houndoom,14,350,"['Dark', 'Fire']","If you are burned by the flames it shoots from itsmouth, the pain will never go away.",Houndoom.png,75,90,50,110,80,95
230,Kingdra,18,1520,"['Water', 'Dragon']",It is said that it usually hides in underwater caves.It can create whirlpools by yawning.,Kingdra.png,75,95,95,95,95,85
231,Phanpy,5,335,['Ground'],"It swings its long snout around play­ fully, but becauseit is so strong, that can be dan­ gerous.",Phanpy.png,90,60,60,40,40,40
232,Donphan,11,1200,['Ground'],"It has sharp, hard tusks and a rugged hide. Its TACKLEis strong enough to knock down a house.",Donphan.png,90,120,120,60,60,50
233,Porygon2,6,325,['Normal'],"This upgraded version of PORYGON is designed forspace exploration. It can't fly, though.",Porygon2.png,85,80,90,105,95,60
234,Stantler,14,712,['Normal'],The curved antlers subtly change the flow of air tocreate a strange space where real­ ity is distorted.,Stantler.png,73,95,62,85,65,85
235,Smeargle,12,580,['Normal'],A special fluid oozes from the tip of its tail. Itpaints the fluid everywhere to mark its territory.,Smeargle.png,55,20,35,20,45,75
236,Tyrogue,7,210,['Fighting'],"It is always bursting with en­ ergy. To make it­self stronger, it keeps on fighting even if it loses.",Tyrogue.png,35,35,35,35,35,35
237,Hitmontop,14,480,['Fighting'],"If you become enchanted by its smooth, elegant,dance-like kicks, you may get drilled hard.",Hitmontop.png,50,95,95,35,110,70
238,Smoochum,4,60,"['Ice', 'Psychic']",Its lips are the most sensitive parts on its body.It always uses its lips first to examine things.,Smoochum.png,45,30,15,85,65,65
239,Elekid,6,235,['Electric'],"It rotates its arms to generate electricity, butit tires easily, so it charges up only a little bit.",Elekid.png,45,63,37,65,55,95
240,Magby,7,214,['Fire'],"Each and every time it inhales and exhales, hotembers dribble out of its mouth and nostrils.",Magby.png,45,75,37,70,55,83
241,Miltank,12,755,['Normal'],"Its milk is packed with nutrition, making it theultimate beverage for the sick or weary.",Miltank.png,95,80,105,40,70,100
242,Blissey,15,468,['Normal'],Anyone who takes even one bite of BLISSEY's egg be­comes unfailingly caring and pleas­ ant to everyone.,Blissey.png,255,10,10,75,135,55
243,Raikou,19,1780,['Electric'],The rain clouds it carries let it fire thunderboltsat will. They say that it descended with lightning.,Raikou.png,90,85,75,115,100,115
244,Entei,21,1980,['Fire'],"Volcanoes erupt when it barks. Un­ able to restrainits extreme power, it races headlong around the land.",Entei.png,115,115,85,90,75,100
245,Suicune,20,1870,['Water'],It races around the world to purify fouled water. It dashes away with the north wind.,Suicune.png,100,75,115,90,115,85
246,Larvitar,6,720,"['Rock', 'Ground']","It feeds on soil. After it has eaten a large mountain,it will fall asleep so it can grow.",Larvitar.png,50,64,50,45,50,41
247,Pupitar,12,1520,"['Rock', 'Ground']","Its shell is as hard as sheet rock, and it isalso very strong. Its THRASHING can topple a mountain.",Pupitar.png,70,84,70,65,70,51
248,Tyranitar,20,2020,"['Rock', 'Dark']","Its body can't be harmed by any sort of attack, so itis very eager to make challenges against enemies.",Tyranitar.png,100,134,110,95,100,61
249,Lugia,52,2160,"['Psychic', 'Flying']",It is said that it quietly spends its time deep at thebottom of the sea because its powers are too strong.,Lugia.png,106,90,130,90,154,110
250,Ho-oh,38,1990,"['Fire', 'Flying']",Legends claim this Pokémon flies the world's skies con­tinuously on its magnificent seven- colored wings.,Ho-oh.png,106,130,90,110,154,90
251,Celebi,6,50,"['Psychic', 'Grass']",This Pokémon wan­ ders across time. Grass and treesflourish in the forests in which it has appeared.,Celebi.png,100,100,100,100,100,100
252,Treecko,5,50,['Grass'],TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls.This Pokémon attacks by slamming foes with its thick tail.,Treecko.png,40,45,35,65,55,70
253,Grovyle,9,216,['Grass'],The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest.This Pokémon is a master at climbing trees in jungles.,Grovyle.png,50,65,45,85,65,95
254,Sceptile,17,522,['Grass'],The leaves growing on SCEPTILE’s body are very sharp edged. This Pokémon is very agile - it leaps all over thebranches of trees and jumps on its foe from above or behind.,Sceptile.png,70,85,65,105,85,120
255,Torchic,4,25,['Fire'],"TORCHIC sticks with its TRAINER, following behind with unsteady steps.This Pokémon breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",Torchic.png,45,60,40,70,50,45
256,Combusken,9,195,"['Fire', 'Fighting']","COMBUSKEN toughens up its legs and thighs by running through fields and mountains.This Pokémon’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",Combusken.png,60,85,60,85,60,55
257,Blaziken,19,520,"['Fire', 'Fighting']","In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously.The stronger the foe, the more intensely this Pokémon’s wrists burn.",Blaziken.png,80,120,70,110,70,80
258,Mudkip,4,76,['Water'],"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, thisPokémon can determine what is taking place around it without using its eyes.",Mudkip.png,50,70,50,50,50,40
259,Marshtomp,7,280,"['Water', 'Ground']","The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land.This Pokémon plays in mud on beaches when the ocean tide is low.",Marshtomp.png,70,85,70,60,70,50
260,Swampert,15,819,"['Water', 'Ground']",SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton.This Pokémon also has powerful vision that lets it see even in murky water.,Swampert.png,100,110,90,85,90,60
261,Poochyena,5,136,['Dark'],"At first sight, POOCHYENA takes a bite at anything that moves. This Pokémon chases after prey untilthe victim becomes exhausted. However, it may turn tail if the prey strikes back.",Poochyena.png,35,55,35,30,30,35
262,Mightyena,10,370,['Dark'],MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body.This Pokémon will bite savagely with its sharply pointed fangs.,Mightyena.png,70,90,70,60,60,70
263,Zigzagoon,4,175,['Normal'],ZIGZAGOON restlessly wanders everywhere at all times. This Pokémon does so because it is very curious.It becomes interested in anything that it happens to see.,Zigzagoon.png,38,30,41,30,41,60
264,Linoone,5,325,['Normal'],"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it.This Pokémon is very challenged by gently curving roads.",Linoone.png,78,70,61,50,61,100
265,Wurmple,3,36,['Bug'],"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out.This Pokémon’s feet are tipped with suction pads that allow it to cling to glass without slipping.",Wurmple.png,45,45,35,20,30,20
266,Silcoon,6,100,['Bug'],"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this Pokémon hangs quietly while itawaits evolution. It peers out of the silk cocoon through a small hole.",Silcoon.png,50,35,55,25,25,15
267,Beautifly,10,284,"['Bug', 'Flying']","BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a pottedflower by an open window. BEAUTIFLY is sure to come looking for pollen.",Beautifly.png,60,70,50,100,50,65
268,Cascoon,7,115,['Bug'],"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silkgoes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon.",Cascoon.png,50,35,55,25,25,15
