pokemon1,pokemon2,move,helper
Zamazenta,Rayquaza,"Best move is Giga/Moonblast. Rayquaza OHKO Zamazenta using Fly/Hurricane, so you are preferred to switch to Magearna/Arceus/Eternatus.",neon_6969
Zamazenta,Giratina,"Best move is Close Combat + Crunch/Moonblast. Giratina is a tanky Pokemon; you outspeed it on Adamant or Jolly Mint. If you need Zamazenta for some other Pokemon, you can switch to Magearna/Rayquaza/Kyogre (Crunch is a better option).",neon_6969
Zamazenta,Arceus,"Best move is Close Combat. Zamazenta 2 shots Arceus no matter what Mints, but you need to be a good Zamazenta to tank Rash Arc Future + Extreme Speed.",neon_6969
Zamazenta,Groudon,"Best move is Close Combat + Giga Impact. Groudon kills Zamazenta using Hammer + Eruption, so you are suggested to switch to Rayquaza.",neon_6969
Zamazenta,Zamazenta,"Best move Close Combat spam. It is dependent on prio and Mints. If you are prio and Jolly, you win, but if you are Adamant and the opponent is Jolly, he wins. If you are non-prio, you lose if the opponent is Jolly and win if you are Jolly and the opponent is Adamant. If you are non-prio or Adamant, you can switch to Marshadow.",neon_6969
Zamazenta,Eternatus,"Best move is Close Combat + Giga Impact. You can give the maximum amount of damage if you are Jolly and the opponent Timid/Mod Eternatus or if you are Ada Zama and the opponent Mod Eternatus. If you need Zama for some other mon, try switching Magearna/Yveltal to damage.",neon_6969
Zamazenta,Ho Oh,"Best move is Giga Impact. Ho Oh OHKO Zamazenta using Sky Attack, so it is preferred to switch to Rayquaza.",neon_6969
Zamazenta,Yveltal,"Best move is Close Combat. Yveltal OHKO Zamazenta using Sky Attack, so it is preferred to switch to Magearna/Groudon.",neon_6969
Zamazenta,Mega Metagross,"Best move is Crunch. Metagross kills Zamazenta using Hammer Arm + Zen Headbutt or Zen Headbutt + Bullet Punch, so it is preferred to switch to Rayquaza/Kyogre/Groudon/Yveltal.",neon_6969
Zamazenta,Marshadow,"Best move is Moonblast. If your Zamazenta has Moon and you are Jolly, you kill Marshadow; else, you die by 2 Close Combat. It is preferred to switch to Marshadow/Ho Oh/Zacian.",neon_6969
Zamazenta,Flutter mane,"Best move is Iron Head. Jolly Zamazenta OHKO Flutter using Iron Head, and if you are Adamant Zamazenta, Flutter outspeeds and OHKO using Moonblast.",neon_6969
Zamazenta,Magearna,"Best move is Close Combat. You can deal the maximum amount of damage using Close Combat, but you get OHKO by Fleur Cannon, so it is preferred to switch to Metagross/Groudon/Kyogre/Ho Oh.",neon_6969
Zamazenta,Lunala,Best move is Close Combat + Crunch. Zamazenta kills Lunala using Close Combat + Crunch.,neon_6969
Zamazenta,Slaking,"Best move is Close Combat + Quick Attack. Jolly/Adamant Zamazenta kills Slaking using Close Combat + Quick Attack; if you don't have Quick Attack, Slaking kills Zamazenta using Hammer Arm + Play Rough.",neon_6969
Zamazenta,Koraidon,Best move is Close Combat. Jolly Zamazenta kills Jolly/Adamant Koraidon using 2 Close Combat but dies if Adamant Zamazenta and Jolly Koraidon.,neon_6969
Zamazenta,Miraidon,Best move is Close Combat. Jolly Zamazenta kills Timid/Modest Miraidon using 2 Close Combat but dies if Adamant Zamazenta and Timid Miraidon.,neon_6969
Eternatus,Mega Mewtwo Y,"The best move is to switch to Metagross, Hammer it, and adjust your strategy. Alternatively, switch to Pokémon like Yveltal that can beat Mega Mewtwo Y.",shield311
Eternatus,Regigigas,"Two Dynamax Cannons defeat bad Regigigas, but good Regigigas prevails via Hammer and Giga spam.",shield311
Eternatus,Kyogre,"Against Kyogre, Using Dynamax Cannons twice is optimal. However, Kyogre wins with two Ice Beams. You can switch to other Pokémon to deal heavy damage and save Eternatus.",shield311
Eternatus,Zacian,"Venoshock/Hyper Beam works well against Zacian, depending on the opponent's team. Use Hyper Beam if there's resistance or immunity to poison. If the opponent has good Special Defense, a 50/50 play is recommended between the two moves.",shield311
Eternatus,Rayquaza,"Dynamaxing once usually wins against Rayquaza, but exceptional Rayquazas can tank a Modest Dynamax under Careful Mint. Outrage always defeats Eternatus.",shield311
Eternatus,Giratina,Eternatus triumphs against Giratina with two Dynamax moves.,shield311
Eternatus,Arceus,"The best move is Dynamax Cannon twice for maximum damage, as Arceus wins with two Hyper Beams, Foul Plays, or Earth Powers.",shield311
Eternatus,Groudon,"The best move is Dynamax Cannon against Groudon, as Groudon wins via Mud Shot spam, Precipice Blades, or Hammer + Precipice. Switching to Pokémon like Rayquaza can save Eternatus.",shield311
Eternatus,Zamazenta,"Two Dynamax Cannons are optimal against Eternatus, though Hyper Beam is useful for predictions, as Eternatus always two-taps non-Careful Zamazentas.",shield311
Eternatus,Eternatus,"Dynamax Cannon is the best move against Eternatus, and Priority wins in case of a speed tie.",shield311
Eternatus,Ho Oh,"The best move against Ho Oh is Dynamax Cannon for maximum damage, as Ho Oh wins with two Sky Attacks.",shield311
Eternatus,Yveltal,"Dynamax Cannon is again the best move, as Yveltal wins with Oblivion Sky and Sucker Punch.",shield311
Eternatus,Mega Metagross,"Flamethrower is the best move against Metagross, as it two-taps and secures victory.",shield311
Eternatus,Marshadow,"Two Dynamax Cannons are optimal against Marshadow, as it fails to do the same.",shield311
Eternatus,Flutter mane,"The best move against Flutter Mane is Venoshock, though Flutter Mane wins with Mystical and Psyshock spam.",shield311
Eternatus,Magearna,Eternatus vs. Magearna depends on stats and mints. A well-statted Eternatus will defeat Magearna with two Flamethrowers.,shield311
Eternatus,Lunala,"Two Dynamax Cannons are the best move against Lunala, as it wins with two Dream Eaters.",shield311
Eternatus,Slaking,"Two Dynamax Cannons are optimal against Slaking, as Hammer and Mega Kick don't secure the kill.",shield311
Eternatus,Koraidon,"Eternatus wins against Koraidon with a Dynamax Cannon one-tap if it has good defense, tanking Outrage.",shield311
Eternatus,Miraidon,"The best move against Miraidon is Dynamax Cannon, but in rare cases, Outrage instead of Hyper Beam can be effective. Without Outrage, Miraidon wins with Overheat + Overheat + Dragon Pulse.",shield311
Ho Oh,Mega Mewtwo Y,"The best move to use would be Sky Attack. Ho Oh gets 2KOed by Mega Mewtwo Y, so you can choose to switch into a Metagross/Yveltal if you feel you should save Ho Oh. Or you can just have a Pokémon with a priority move like Metagross/Yveltal/Rayquaza/Arceus because Mega Mewtwo Y is left at very low HP.",rahhla_coarster
Ho Oh,Regigigas,"The best move would be to use Sky Attack. Ho Oh gets 2KOed by Regigigas; you can choose to switch into a Flutter Mane, or else you can stay in and cover up the damage with a faster Pokémon in the middle.",rahhla_coarster
Ho Oh,Kyogre,"The best move would be Sky Attack. You lose no matter what, but mints decide whether you get damage before dying or you die without doing damage. If both are +Speed mint, priority wins. If both are non-Speed mint, priority wins. If one is Speed mint and another is non-Speed mint, Speed mint wins.",rahhla_coarster
Ho Oh,Zacian,"The best move would be two Sky Attack. It kills, so go straight!",rahhla_coarster
Ho Oh,Rayquaza,"The best move would be Sky Attack. Ray kills Ho Oh no matter what, so you can either switch in a Magearna, or you can choose to go straight and have a faster Pokémon in the back to cover up the damage.",rahhla_coarster
Ho Oh,Giratina,"The best move would be Burn Up + Sky Attack. If you get a burn, you win; if you don't, Ho Oh dies. So you can choose to switch into a Yveltal/Rayquaza or just let Ho Oh die and clutch back the damage with a Rayquaza/Yveltal. If you have Arceus in the back after Ho Oh, you can just do two Sky, and Arceus will clutch up the damage. (Move - Future Sight)",rahhla_coarster
Ho Oh,Arceus,"The best move would be two Sky Attack. If the opponent is not Bold Arceus, you win. You tank every other Arceus except Bold as it tanks two Sky Attack.",rahhla_coarster
Ho Oh,Groudon,"The best move would be Sky Attack + Sky Attack + Sky Attack. It 3KOs as long as Groudon doesn't have Ancient Power. If Groudon has Ancient Power, it's recommended to switch into something like Kyogre and catch the Ancient Power and kill Groudon. Or you can just go straight and cover up the damage with something faster in the back like Rayquaza/Arceus.",rahhla_coarster
Ho Oh,Zamazenta,"The best move would be Sky Attack. It OHKOs, so go straight!",rahhla_coarster
Ho Oh,Eternatus,"The best move would be two Sky Attack. It 2KOs, so no worries.",rahhla_coarster
Ho Oh,Ho Oh,"The best move would be Sky Attack. It 2KOs. If both are Speed mint or both are non-Speed mint, priority wins. If one is non-Speed mint and one is Speed mint, Speed mint wins.",rahhla_coarster
Ho Oh,Yveltal,"The best move to use is Sky Attack. If you are faster, use Sacred Fire; if you get a burn, you win; if you don't, you lose. Always loses to Jolly Yveltal.",rahhla_coarster
Ho Oh,Mega Metagross,"The best move is Burn Up. It OHKOs, so go straight!",rahhla_coarster
Ho Oh,Marshadow,"The best move is Sky Attack. It OHKOs, so go straight!",rahhla_coarster
Ho Oh,Flutter mane,"The best move is Sky Attack. It OHKOs, so go straight!",rahhla_coarster
Ho Oh,Magearna,"The best move is Burn Up or Sacred Fire. It OHKOs, so go straight!",rahhla_coarster
Ho Oh,Lunala,"The best move is two Sky Attack. It kills, so go straight!",rahhla_coarster
Ho Oh,Slaking,"The best move is Sky Attack. You lose to Slaking no matter what, so you can switch to a Metagross if you want to save your Ho Oh.",rahhla_coarster
Ho Oh,Koraidon,"The best move is Sky Attack. It OHKOs, so no worries!",rahhla_coarster
Ho Oh,Miraidon,"The best move is Sacred Fire if you want a burn to cause the HP of Ho Oh to reduce each turn and reduce the damage; otherwise, the move is Sky Attack to get more damage by a bit. You can cover up damage with a faster Pokémon like Zacian/Zamazenta, or you can do the 5050 of Dpulse or Thunder by switching into Groudon.",rahhla_coarster
Yveltal,Mega Mewtwo Y,"The best move is Sucker Punch, securing a 2-hit knockout against Mega Mewtwo Y.",rahhla_coarster
Yveltal,Regigigas,"The optimal move is Sky Attack + Sucker Punch. Regardless of Regigigas' nature, carrying faster Pokémon like Arceus, Rayquaza, or Metagross in the back, or those with priority moves, helps cover the damage.",rahhla_coarster
Yveltal,Kyogre,"The best move is Sky Attack + Sucker Punch. It guarantees a kill. Against specific scenarios, such as Adamant Rayquaza and Bold Kyogre, two Sky Attack is recommended. If Kyogre is Speed Mint and Yveltal isn't, use Sky Attack + Sucker Punch. If Yveltal outspeeds, always go for two Sky Attack.",rahhla_coarster
Yveltal,Zacian,"The optimal move is Oblivion Wing + Sky Attack + Sucker Punch. Victory is assured unless facing a Modest Zacian. Careful Mints guarantee victory, and without Careful Mint, success against any non +Special Attack Mint Zacian requires good stats.",rahhla_coarster
Yveltal,Rayquaza,"The best move is Sky Attack + Sucker Punch. It secures a kill against Adamant Yveltal and Jolly Rayquaza. Losses occur against Impish Rayquaza or Adamant Yveltal, and Adamant Yveltal with Adamant Rayquaza. If Yveltal is Impish and Rayquaza is Adamant, Sky Attack + Sucker Punch lands, but it won't kill. Jolly Mint Rayquaza wins.",rahhla_coarster
Yveltal,Giratina,"The best moves are Oblivion Wing, Sky Attack, and Sucker Punch. Employ Oblivion Wing, Snarl, Sucker Punch if the opponent has a special attacker to deter switches.",rahhla_coarster
Yveltal,Arceus,"The optimal move is Sky Attack + Sucker Punch. Facing Arceus, choose to switch into Lunala or Metagross to save Yveltal for later.",rahhla_coarster
Yveltal,Groudon,"The best move is Sky Attack + Sucker Punch. If faster, use Snarl + Sky Attack + Sucker Punch. Ensure you have a faster Pokémon after Yveltal's defeat to cover damage. If switching, opt for Rayquaza.",rahhla_coarster
Yveltal,Zamazenta,"The best move is Sky Attack, securing a one-hit knockout.",rahhla_coarster
Yveltal,Eternatus,"The best moves are Oblivion Wing + Sky Attack + Sucker Punch, resulting in a 3-hit knockout.",rahhla_coarster
Yveltal,Ho Oh,The optimal moves are two Sky Attack if faster or Sky Attack + Sucker Punch if slower.,rahhla_coarster
Yveltal,Yveltal,"The best moves are two Sky Attack if faster. If both have Speed Mints, priority wins. For a Jolly Brave matchup, Brave should employ Oblivion Wing + Sky Attack + Sucker Punch to secure victory. If Brave vs. Adamant, Adamant wins. If Adamant vs. Adamant, priority wins. If Brave vs. Brave, priority wins.",rahhla_coarster
Yveltal,Mega Metagross,"The best moves are two Sucker Punch or Snarl + Sucker Punch if the opponent has a special attacker in the back. If Jolly against Impish, use Sucker Punch thrice or two Snarl + Sucker Punch to defeat. If Adamant, two Sucker Punch secures victory against Impish Metagross.",rahhla_coarster
